file_upload,band_label,y1,y2,pixels_in_band,g_top,g_top_count,g_top_pct
a1a492ad-www-arm-com.png,['Header'],78,978,1296000,16,282904,0.21829012345679014
a1a492ad-www-arm-com.png,['Main'],978,7006,8680320,255,4009726,0.4619329702130797
a1a492ad-www-arm-com.png,['Supplement'],7011,7377,527040,2,300617,0.5703874468731026
a1a492ad-www-arm-com.png,['Footer'],7374,7542,241920,2,216925,0.8966807208994709
41368121-www-freedesktop-org.png,['Header'],0,162,233280,222,213347,0.9145533264746227
41368121-www-freedesktop-org.png,['Main'],163,1601,2070720,16,1112687,0.5373430497604698
41368121-www-freedesktop-org.png,['Footer'],1601,1649,69120,255,69120,1.0
fc285be9-www-postgresql-org.png,['Nav'],1,55,77760,255,33406,0.4296039094650206
fc285be9-www-postgresql-org.png,['Banner'],56,86,43200,103,13603,0.3148842592592593
fc285be9-www-postgresql-org.png,['Header'],83,432,502560,16,91495,0.18205786373766317
fc285be9-www-postgresql-org.png,['Main'],431,3939,5051520,255,2817713,0.5577950795008235
fc285be9-www-postgresql-org.png,['Supplement'],3940,4287,499680,103,183502,0.3672390329811079
fc285be9-www-postgresql-org.png,['Footer'],4290,4442,218880,255,185910,0.8493695175438597
a8d7f7d1-www-qt-io.png,['Nav'],1,176,254450,255,218585,0.8590489290626843
a8d7f7d1-www-qt-io.png,['Banner'],179,263,122136,255,77208,0.6321477696993515
a8d7f7d1-www-qt-io.png,['Header'],263,1490,1784058,255,1162141,0.6514031494491771
a8d7f7d1-www-qt-io.png,['Main'],1488,8174,9721444,255,7768795,0.7991400248769627
a8d7f7d1-www-qt-io.png,['Supplement'],8176,8627,655754,255,655754,1.0
a8d7f7d1-www-qt-io.png,['Footer'],8625,8809,267536,255,267536,1.0
617a8766-www-raspberrypi-com.png,['Nav'],0,127,182880,255,100288,0.5483814523184601
617a8766-www-raspberrypi-com.png,['Header'],127,522,568800,229,358917,0.6310073839662447
617a8766-www-raspberrypi-com.png,['Main'],524,2974,3528000,255,1273192,0.36088208616780043
617a8766-www-raspberrypi-com.png,['Supplement'],2974,3758,1128960,246,754960,0.6687216553287982
7623e82c-www-selenium-dev.png,['Nav'],1,64,93744,255,53978,0.5758021846731524
7623e82c-www-selenium-dev.png,['Header'],66,449,569904,16,239266,0.4198356214379966
7623e82c-www-selenium-dev.png,['Main'],448,2809,3513168,249,1304815,0.3714069466646628
7623e82c-www-selenium-dev.png,['Footer'],2809,2992,272304,63,235075,0.8632814795228861
76de5490-www-virtualbox-org.png,['Nav'],1,113,161280,238,77760,0.48214285714285715
76de5490-www-virtualbox-org.png,['Header'],110,543,623520,238,506580,0.8124518860662048
76de5490-www-virtualbox-org.png,['Main'],543,1392,1222560,238,569564,0.4658781573092527
76de5490-www-virtualbox-org.png,['Footer'],1394,1482,126720,79,76118,0.6006786616161616
4d770282-www-w3-org.png,['Banner'],1,40,56160,224,51639,0.9194978632478632
4d770282-www-w3-org.png,['Nav'],41,304,378720,255,258702,0.683095690747782
4d770282-www-w3-org.png,['Main'],302,3494,4596480,255,2134536,0.46438492063492065
4d770282-www-w3-org.png,['Footer'],3493,3632,200160,255,129558,0.6472721822541967
02c94219-gnome-org.png,['Nav'],0,108,155520,238,141285,0.9084683641975309
02c94219-gnome-org.png,['Header'],108,838,1051200,238,674265,0.6414240867579909
02c94219-gnome-org.png,['Main'],838,6292,7853760,238,3653647,0.4652099121949232
02c94219-gnome-org.png,['Supplement'],6289,6490,289440,22,163347,0.5643553067993367
02c94219-gnome-org.png,['Footer'],6489,6629,201600,22,172800,0.8571428571428571
112b16d2-inkscape-org.png,['Nav'],1,120,171360,255,107556,0.6276610644257703
112b16d2-inkscape-org.png,['Header'],119,614,712800,0,433126,0.6076402918069584
112b16d2-inkscape-org.png,['Main'],613,1714,1585440,255,782055,0.49327316076294275
112b16d2-inkscape-org.png,['Footer'],1711,1787,109440,255,54370,0.49680190058479534
f25cbf9e-kde-org.png,['Nav'],1,122,174240,112,149385,0.8573519283746557
f25cbf9e-kde-org.png,['Header'],123,1107,1416960,252,757617,0.5346777608401084
f25cbf9e-kde-org.png,['Main'],1107,8583,10765440,16,1681391,0.1561841411033827
f25cbf9e-kde-org.png,['Supplement'],8582,9020,630720,240,223092,0.35371004566210046
f25cbf9e-kde-org.png,['Banner'],9018,9227,300960,240,179531,0.5965277777777778
c1fd7967-ubuntu-com.png,['Nav'],1,111,158400,38,91190,0.5756944444444444
c1fd7967-ubuntu-com.png,['Header'],111,690,833760,38,667486,0.8005733064670888
c1fd7967-ubuntu-com.png,['Main'],690,11677,15821280,38,6647575,0.4201666995337925
c1fd7967-ubuntu-com.png,['Supplement'],11679,12721,1500480,45,1187740,0.7915733631904457
c1fd7967-ubuntu-com.png,['Banner'],12717,13019,434880,45,374136,0.8603200883002208
4399715c-www-apachefriends-org.png,['Nav'],0,59,84960,93,35754,0.42083333333333334
4399715c-www-apachefriends-org.png,['Header'],56,174,169920,238,89471,0.5265477871939737
4399715c-www-apachefriends-org.png,['Main'],173,1101,1336320,255,415222,0.31072048611111114
4399715c-www-apachefriends-org.png,['Footer'],1103,1241,198720,51,182478,0.9182669082125604
0e9629d6-www-apache-org.png,['Banner'],0,45,64800,41,34020,0.525
0e9629d6-www-apache-org.png,['Nav'],47,233,267840,255,232528,0.8681600955794504
0e9629d6-www-apache-org.png,['Header'],233,800,816480,246,450158,0.5513398980991574
0e9629d6-www-apache-org.png,['Main'],801,6940,8840160,246,4609100,0.5213819659372682
0e9629d6-www-apache-org.png,['Supplement'],6940,7719,1121760,38,760744,0.6781700185422906
0e9629d6-www-apache-org.png,['Footer'],7718,7965,355680,38,257640,0.7243589743589743
038b85bd-www-blender-org.png,['Banner'],0,4,5760,255,3198,0.5552083333333333
038b85bd-www-blender-org.png,['Nav'],4,46,60480,112,32369,0.5352017195767196
038b85bd-www-blender-org.png,['Header'],46,137,131040,242,115452,0.881043956043956
038b85bd-www-blender-org.png,['Main'],136,782,930240,242,880081,0.9460795063639491
038b85bd-www-blender-org.png,['Supplement'],782,816,48960,45,42942,0.8770833333333333
038b85bd-www-blender-org.png,['Banner'],816,823,10080,45,8843,0.877281746031746
95687dcc-www-debian-org.png,['Nav'],0,73,105120,255,57989,0.5516457382039573
95687dcc-www-debian-org.png,['Header'],77,192,165600,16,165600,1.0
95687dcc-www-debian-org.png,['Main'],192,1814,2335680,255,1508968,0.6460508288806686
95687dcc-www-debian-org.png,['Footer'],1814,2007,277920,246,165005,0.5937140184225677
d6c42b61-www-freebsd-org.png,['Nav'],0,103,148320,255,83129,0.5604706040992449
d6c42b61-www-freebsd-org.png,['Header'],104,433,473760,255,313910,0.6625928740290442
d6c42b61-www-freebsd-org.png,['Main'],433,950,744480,238,389695,0.523445895121427
d6c42b61-www-freebsd-org.png,['Footer'],948,1011,90720,255,85093,0.9379739858906525
